City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
303,Manokwari,ID,2020-10-31 17:37:54,-0.87,134.08,80.33,75,97,4.68
304,Skelleftea,SE,2020-10-31 17:37:54,64.75,20.95,34.0,100,100,2.24
305,Ellon,GB,2020-10-31 17:37:54,57.36,-2.07,51.8,71,90,29.97
306,Katsuura,JP,2020-10-31 17:37:55,35.13,140.3,53.6,71,0,8.05
307,Mackenzie,CA,2020-10-31 17:37:55,55.3,-123.17,32.0,96,90,11.41
308,Pangkalanbuun,ID,2020-10-31 17:37:55,-2.68,111.62,73.9,98,93,1.77
309,Madang,PG,2020-10-31 17:37:55,-5.22,145.8,76.87,88,95,3.27
310,Honiara,SB,2020-10-31 17:34:57,-9.43,159.95,75.2,94,20,2.24
311,Kalmunai,LK,2020-10-31 17:36:47,7.42,81.82,80.17,81,71,2.08
312,Gat,IL,2020-10-31 17:37:56,31.61,34.76,77.0,100,19,4.72
313,Bindura,ZW,2020-10-31 17:37:56,-17.3,31.33,73.0,41,25,5.99
314,Kisangani,CD,2020-10-31 17:37:56,0.52,25.2,72.81,86,70,2.24
315,Abaetetuba,BR,2020-10-31 17:37:57,-1.72,-48.88,87.8,70,75,11.41
316,Duku,NG,2020-10-31 17:37:57,11.24,4.91,85.24,23,70,4.85
317,Ampanihy,MG,2020-10-31 17:37:57,-24.7,44.75,73.08,58,0,10.6
318,Pisco,PE,2020-10-31 17:33:47,-13.7,-76.22,69.01,77,78,11.41
319,Touros,BR,2020-10-31 17:36:14,-5.2,-35.46,86.0,66,75,16.11
320,Baghdad,IQ,2020-10-31 17:37:10,33.34,44.4,78.8,24,32,10.29
321,Bathsheba,BB,2020-10-31 17:33:22,13.22,-59.52,84.2,79,40,20.8
322,Santa Maria,BR,2020-10-31 17:37:58,-29.68,-53.81,71.6,56,75,13.87
323,Mossendjo,CG,2020-10-31 17:37:58,-2.95,12.73,72.55,95,92,2.26
324,Poum,NC,2020-10-31 17:37:58,-20.23,164.02,77.2,81,58,23.09
325,Qobustan,AZ,2020-10-31 17:37:59,40.08,49.41,66.2,93,40,16.11
326,Laguna,US,2020-10-31 17:34:58,38.42,-121.42,59.0,47,1,4.18
327,Aksay,RU,2020-10-31 17:37:59,47.26,39.87,57.2,93,40,11.18
328,Brae,GB,2020-10-31 17:34:23,60.4,-1.35,53.6,93,100,34.45
329,Ambagarh Chauki,IN,2020-10-31 17:37:59,20.78,80.72,68.11,60,0,2.46
330,Saint-Philippe,RE,2020-10-31 17:38:00,-21.36,55.77,68.0,64,0,5.82
331,Zeya,RU,2020-10-31 17:38:00,53.75,127.27,29.7,91,100,11.61
332,Mian Channun,PK,2020-10-31 17:38:00,30.44,72.35,68.13,23,0,3.15
333,Dunedin,NZ,2020-10-31 17:38:00,-45.87,170.5,50.0,76,0,7.38
334,Babrala,IN,2020-10-31 17:38:00,28.27,78.4,71.53,27,0,3.74
335,Cherskiy,RU,2020-10-31 17:33:55,68.75,161.3,8.15,88,92,3.49
336,San Joaquin,US,2020-10-31 17:38:01,37.93,-121.3,62.6,54,1,3.36
337,San Andres,CO,2020-10-31 17:33:25,12.58,-81.7,86.0,79,75,11.41
338,Rasra,IN,2020-10-31 17:38:01,25.85,83.85,74.19,47,56,6.22
339,Surgut,RU,2020-10-31 17:38:02,61.25,73.42,32.0,96,0,6.71
340,Seymchan,RU,2020-10-31 17:37:08,62.88,152.43,11.88,94,100,5.06
341,Riviere-Du-Loup,CA,2020-10-31 17:34:27,47.83,-69.53,33.8,79,3,8.05
342,Santa Cruz,BO,2020-10-31 17:36:16,-17.8,-63.17,87.8,23,75,19.46
343,Iqaluit,CA,2020-10-31 17:34:01,63.75,-68.51,21.2,79,90,3.36
344,Sinegorye,RU,2020-10-31 17:38:03,62.08,150.48,14.92,93,100,0.85
345,Abu Samrah,SY,2020-10-31 17:38:03,35.3,37.18,70.9,42,94,6.44
346,Fairbanks,US,2020-10-31 17:34:28,64.84,-147.72,6.01,84,90,2.28
347,Kununurra,AU,2020-10-31 17:34:21,-15.77,128.73,80.6,83,64,3.36
348,Havoysund,NO,2020-10-31 17:38:04,71.0,24.66,39.2,78,100,13.87
349,Tartagal,AR,2020-10-31 17:38:04,-22.52,-63.8,81.46,28,18,7.16
350,Hervey Bay,AU,2020-10-31 17:33:50,-25.3,152.85,75.99,82,3,4.0
351,Sao Felix Do Xingu,BR,2020-10-31 17:38:04,-6.64,-51.99,93.54,42,97,3.33
352,Nhulunbuy,AU,2020-10-31 17:38:05,-12.23,136.77,75.2,83,0,4.5
353,Shingu,JP,2020-10-31 17:38:05,33.73,135.98,57.87,67,33,6.78
354,Lakselv,NO,2020-10-31 17:38:05,70.05,24.97,32.0,92,75,14.99
355,Narasannapeta,IN,2020-10-31 17:38:05,18.42,84.05,76.19,72,59,4.7
356,Kahului,US,2020-10-31 17:38:05,20.89,-156.47,75.0,73,20,3.36
357,Oum Hadjer,TD,2020-10-31 17:38:06,13.3,19.7,91.47,18,67,12.8
358,Requena,ES,2020-10-31 17:38:06,39.49,-1.1,69.01,41,0,1.99
359,Resistencia,AR,2020-10-31 17:38:06,-27.46,-58.98,84.2,23,0,13.87
360,Geraldton,AU,2020-10-31 17:35:53,-28.77,114.6,68.0,77,40,13.87
361,Sorland,NO,2020-10-31 17:34:22,67.67,12.69,47.14,79,18,18.92
362,Tomatlan,MX,2020-10-31 17:38:06,19.93,-105.25,91.0,52,6,3.96
363,Saint-Augustin,CA,2020-10-31 17:38:07,51.23,-58.65,33.39,73,1,14.09
364,Nouadhibou,MR,2020-10-31 17:38:07,20.93,-17.03,71.6,78,34,16.11
365,Nantucket,US,2020-10-31 17:38:07,41.28,-70.1,46.4,49,1,8.05
366,Buala,SB,2020-10-31 17:38:07,-8.14,159.59,79.86,75,67,3.62
367,Krasnyy Yar,RU,2020-10-31 17:38:08,46.53,48.35,50.0,70,0,6.71
368,Frankfort,ZA,2020-10-31 17:38:08,-27.27,28.48,57.83,89,100,16.55
369,Gunjur,GM,2020-10-31 17:38:08,13.2,-16.73,93.2,59,0,3.47
370,Sabya,SA,2020-10-31 17:38:08,17.15,42.63,87.8,66,20,3.36
371,Saint-Leu,RE,2020-10-31 17:38:08,-21.15,55.28,68.0,64,0,5.82
372,Lagoa,PT,2020-10-31 17:38:09,39.05,-27.98,68.56,93,70,24.63
373,Vostok,RU,2020-10-31 17:33:46,46.49,135.88,34.27,90,97,5.53
374,Payakumbuh,ID,2020-10-31 17:36:32,-0.22,100.63,69.78,89,100,2.98
375,Bella Union,UY,2020-10-31 17:38:09,-30.28,-57.6,73.38,50,1,11.65
376,Saravena,CO,2020-10-31 17:38:10,6.95,-71.88,91.49,47,88,4.14
377,Atar,MR,2020-10-31 17:38:10,20.52,-13.05,94.57,11,0,10.83
378,Wana,PK,2020-10-31 17:38:10,32.3,69.57,53.58,35,0,3.38
379,Beckley,US,2020-10-31 17:36:54,37.78,-81.19,57.2,61,1,13.87
380,Airai,TL,2020-10-31 17:38:11,-8.93,125.41,60.37,79,18,1.41
381,Norman Wells,CA,2020-10-31 17:38:11,65.28,-126.83,-4.0,83,20,4.7
382,Nalut,LY,2020-10-31 17:38:11,30.33,10.85,64.04,41,0,9.42
383,Abaza,RU,2020-10-31 17:38:11,52.66,90.09,26.1,95,96,3.85
384,Severo-Kurilsk,RU,2020-10-31 17:38:12,50.68,156.12,42.39,73,100,25.52
385,Pontal Do Parana,BR,2020-10-31 17:38:12,-25.65,-48.51,66.2,68,75,8.05
386,Vestmannaeyjar,IS,2020-10-31 17:37:57,63.44,-20.27,44.6,70,40,13.87
387,Ahipara,NZ,2020-10-31 17:38:12,-35.17,173.17,62.4,95,38,4.29
388,Zinder,NE,2020-10-31 17:38:12,13.81,8.99,91.4,17,0,4.7
389,Barranca,PE,2020-10-31 17:38:13,-10.75,-77.77,68.25,68,89,10.49
390,Port Blair,IN,2020-10-31 17:35:08,11.67,92.75,80.22,82,23,7.47
391,San Felipe,VE,2020-10-31 17:38:13,10.34,-68.74,84.94,79,86,0.6
392,Bonfim,BR,2020-10-31 17:33:40,3.08,-59.95,94.96,42,17,6.62
393,Frontera,MX,2020-10-31 17:38:13,26.93,-101.45,75.99,26,48,1.01
394,Yabelo,ET,2020-10-31 17:38:14,4.88,38.08,61.07,94,90,8.59
395,Praia,CV,2020-10-31 17:38:14,14.92,-23.51,82.4,65,75,21.92
396,Mehamn,NO,2020-10-31 17:38:14,71.04,27.85,32.2,97,90,10.83
397,Coahuayana,MX,2020-10-31 17:38:14,18.73,-103.68,80.6,74,40,4.07
398,Bourne,GB,2020-10-31 17:38:14,52.77,-0.38,52.0,71,50,13.87
399,Byron Bay,AU,2020-10-31 17:33:50,-28.65,153.62,62.6,77,5,5.82
400,Kavieng,PG,2020-10-31 17:38:15,-2.57,150.8,83.08,75,77,10.29
401,Calamar,CO,2020-10-31 17:38:15,10.25,-74.91,82.4,83,40,11.41
402,Yinchuan,CN,2020-10-31 17:38:16,38.47,106.27,44.73,46,35,3.33
403,Dicabisagan,PH,2020-10-31 17:38:16,17.08,122.42,75.94,84,100,14.67
404,Qaqortoq,GL,2020-10-31 17:34:42,60.72,-46.03,28.4,68,40,3.36
405,Leua,SK,2020-10-31 17:38:16,48.22,18.61,57.0,94,55,1.99
406,Plastun,RU,2020-10-31 17:38:17,44.76,136.29,40.84,86,94,4.5
407,Falavarjan,IR,2020-10-31 17:38:17,32.56,51.51,51.8,20,0,4.7
408,Nishihara,JP,2020-10-31 17:37:18,26.18,127.76,73.4,78,75,10.29
409,Sangre Grande,TT,2020-10-31 17:38:18,10.58,-61.12,89.6,59,40,9.17
410,Saint George,US,2020-10-31 17:34:13,37.1,-113.58,53.6,25,1,1.63
411,Vung Tau,VN,2020-10-31 17:38:19,10.35,107.08,80.74,83,60,15.05
412,Marang,MY,2020-10-31 17:38:19,5.21,103.21,78.8,94,20,2.24
413,Grand Island,US,2020-10-31 17:35:28,40.92,-98.34,62.6,33,1,20.8
414,Svobodnyy,RU,2020-10-31 17:38:19,51.4,128.13,33.91,98,100,7.25
415,Kuusankoski,FI,2020-10-31 17:38:20,60.91,26.62,42.01,100,90,8.05
416,Payo,ID,2020-10-31 17:38:20,-3.75,103.64,73.89,96,100,1.45
417,Joensuu,FI,2020-10-31 17:38:20,62.6,29.76,30.99,92,75,6.93
418,Toamasina,MG,2020-10-31 17:38:20,-18.17,49.38,68.0,94,75,4.7
419,Manyana,BW,2020-10-31 17:38:20,-23.4,21.72,86.76,19,58,3.91
420,Nyimba,ZM,2020-10-31 17:38:21,-14.56,30.81,80.67,35,90,7.34
421,Lithgow,AU,2020-10-31 17:38:21,-33.48,150.15,46.99,93,43,1.99
422,Midyat,TR,2020-10-31 17:38:21,37.42,41.34,73.4,18,75,8.05
423,Belyy Yar,RU,2020-10-31 17:38:21,53.6,91.39,35.6,74,75,6.71
424,Egvekinot,RU,2020-10-31 17:38:21,66.32,-179.17,12.6,81,44,4.41
425,Asau,RO,2020-10-31 17:36:32,46.43,26.4,41.0,92,86,4.59
426,Kushikino,JP,2020-10-31 17:38:22,31.72,130.27,57.11,79,3,6.8
427,Linxia,CN,2020-10-31 17:36:22,35.6,103.21,40.19,67,91,2.46
428,Mealhada,PT,2020-10-31 17:38:22,40.38,-8.45,64.99,83,58,1.52
429,Manjakandriana,MG,2020-10-31 17:38:22,-18.92,47.8,59.0,77,20,9.17
430,Paamiut,GL,2020-10-31 17:38:23,61.99,-49.67,28.13,89,82,16.46
431,Tocopilla,CL,2020-10-31 17:38:23,-22.09,-70.2,69.49,46,26,8.95
432,Yeppoon,AU,2020-10-31 17:38:23,-23.13,150.73,73.4,88,90,4.7
433,Oktyabrskiy,RU,2020-10-31 17:38:23,54.48,53.47,41.59,73,100,4.99
434,Sur,OM,2020-10-31 17:34:02,22.57,59.53,71.37,57,0,1.05
435,Tomari,RU,2020-10-31 17:38:24,47.77,142.07,48.29,82,100,15.23
436,Lethem,GY,2020-10-31 17:38:24,3.38,-59.8,94.23,45,18,7.76
437,Alizai,PK,2020-10-31 17:38:24,33.54,70.35,56.41,29,0,3.53
438,Krasnovishersk,RU,2020-10-31 17:38:24,60.41,57.08,34.09,95,100,6.62
439,Rosa Zarate,EC,2020-10-31 17:34:05,0.33,-79.47,85.23,61,99,4.45
440,Kawambwa,ZM,2020-10-31 17:38:25,-9.79,29.08,70.74,45,28,4.34
441,Cockburn Town,TC,2020-10-31 17:36:33,21.46,-71.14,86.0,66,40,14.99
442,Urengoy,RU,2020-10-31 17:38:25,65.97,78.37,31.32,99,100,15.14
443,Ambon,ID,2020-10-31 17:38:25,-3.7,128.18,82.0,84,27,1.01
444,Nicoya,CR,2020-10-31 17:38:26,10.15,-85.45,84.2,70,40,6.93
445,Chernigovka,RU,2020-10-31 17:38:26,44.34,132.57,47.08,84,85,9.89
446,Rovinj,HR,2020-10-31 17:38:26,45.08,13.64,53.6,93,7,4.18
447,Saint-Georges,GD,2020-10-31 17:34:01,12.06,-61.75,86.0,74,75,23.04
448,Warrington,GB,2020-10-31 17:38:27,53.39,-2.58,51.8,76,20,11.41
449,Esperance,AU,2020-10-31 17:38:27,-33.87,121.9,73.4,28,100,14.99
450,Virginia Beach,US,2020-10-31 17:38:27,36.85,-75.98,57.99,54,75,9.17
451,Gilgit,PK,2020-10-31 17:38:27,35.92,74.31,53.2,34,0,3.2
452,Chipinge,ZW,2020-10-31 17:38:28,-20.19,32.62,68.05,49,3,6.51
453,Olinda,BR,2020-10-31 17:38:28,-8.01,-34.86,84.2,70,40,12.75
454,Svetlaya,RU,2020-10-31 17:38:28,46.54,138.33,40.87,69,100,3.69
455,Zhuanghe,CN,2020-10-31 17:38:28,39.7,122.99,54.0,88,61,10.8
456,Takhatgarh,IN,2020-10-31 17:38:29,25.33,73.0,69.96,24,0,2.19
457,Kurilsk,RU,2020-10-31 17:38:29,45.23,147.88,46.89,68,90,11.36
458,Berkakit,RU,2020-10-31 17:38:29,56.58,124.77,4.89,94,84,6.8
459,Barcelos,PT,2020-10-31 17:34:26,41.54,-8.62,64.0,93,90,9.17
460,Ovsyanka,RU,2020-10-31 17:38:29,55.96,92.55,24.8,92,75,4.47
461,Neuquen,AR,2020-10-31 17:35:20,-38.95,-68.06,82.4,20,0,14.99
462,Ponta Delgada,PT,2020-10-31 17:34:14,37.73,-25.67,69.8,94,75,19.46
463,Umiray,PH,2020-10-31 17:38:30,15.22,121.41,77.31,76,100,3.58
464,Rockland,US,2020-10-31 17:37:54,41.17,-74.05,46.0,56,0,1.01
465,Kearney,US,2020-10-31 17:38:30,40.7,-99.08,62.6,29,1,21.92
466,Conde,BR,2020-10-31 17:38:31,-7.26,-34.91,86.0,66,40,13.87
467,Diffa,NE,2020-10-31 17:38:31,13.32,12.61,83.73,18,0,6.62
468,Zharkent,KZ,2020-10-31 17:38:31,44.16,80.0,41.25,59,0,2.68
469,Veraval,IN,2020-10-31 17:38:31,20.9,70.37,80.98,54,0,3.8
470,Mpongwe,ZM,2020-10-31 17:34:07,-13.51,28.16,74.44,30,39,6.42
471,Igarka,RU,2020-10-31 17:38:32,67.47,86.58,15.35,96,100,29.82
472,Springbok,ZA,2020-10-31 17:38:32,-29.66,17.89,66.65,26,0,10.29
473,Tabas,IR,2020-10-31 17:38:32,33.6,56.92,66.2,19,0,4.7
474,Anadyr,RU,2020-10-31 17:37:07,64.75,177.48,6.8,84,75,6.71
475,Kaeo,NZ,2020-10-31 17:38:33,-35.1,173.78,57.0,96,47,5.01
476,Yuanping,CN,2020-10-31 17:38:33,38.72,112.76,41.77,58,38,3.89
477,Yankton,US,2020-10-31 17:36:06,42.87,-97.4,59.0,44,1,26.4
478,Peniche,PT,2020-10-31 17:38:33,39.36,-9.38,64.99,84,61,5.01
479,Naze,JP,2020-10-31 17:34:04,28.37,129.48,68.0,77,13,5.82
480,Vardo,NO,2020-10-31 17:36:30,70.37,31.11,35.87,85,75,22.03
481,Necochea,AR,2020-10-31 17:36:25,-38.55,-58.74,67.24,50,2,9.1
482,Yumen,CN,2020-10-31 17:34:26,40.28,97.2,34.57,65,73,12.08
483,Balkhash,KZ,2020-10-31 17:37:20,46.84,74.98,40.68,65,0,6.91
484,Auki,SB,2020-10-31 17:33:38,-8.77,160.7,78.04,85,31,4.27
485,Praya,CV,2020-10-31 17:38:34,14.92,-23.51,82.4,65,75,21.92
486,Lakes Entrance,AU,2020-10-31 17:38:35,-37.88,147.98,55.99,94,42,1.01
487,Mollendo,PE,2020-10-31 17:38:35,-17.02,-72.01,67.59,67,89,7.83
488,Lata,PT,2020-10-31 17:38:35,40.16,-8.33,64.99,83,58,1.54
489,Half Moon Bay,US,2020-10-31 17:33:46,37.46,-122.43,64.0,82,5,3.44
490,Nkhata Bay,MW,2020-10-31 17:38:35,-11.61,34.29,75.88,68,25,4.21
491,Moura,PT,2020-10-31 17:38:36,38.14,-7.45,73.4,56,0,8.05
492,Athabasca,CA,2020-10-31 17:35:09,54.72,-113.29,28.4,79,28,4.7
493,Krasnoselkup,RU,2020-10-31 17:38:36,65.7,82.47,35.13,98,100,20.83
494,Port Augusta,AU,2020-10-31 17:34:15,-32.5,137.77,55.4,82,0,6.93
495,Aksarka,RU,2020-10-31 17:38:36,66.56,67.8,27.21,96,16,13.76
496,Babayurt,RU,2020-10-31 17:38:37,43.6,46.78,56.93,96,86,7.14
497,Pontes E Lacerda,BR,2020-10-31 17:33:42,-15.23,-59.34,88.81,39,80,7.25
498,Bereda,ES,2020-10-31 17:38:37,43.27,-7.54,64.0,86,100,14.0
499,Arroyo Grande,US,2020-10-31 17:36:15,35.12,-120.59,62.6,82,1,2.44
500,Vagur,FO,2020-10-31 17:38:37,61.47,-6.81,50.74,89,100,19.91
501,Jardim,BR,2020-10-31 17:34:21,-21.48,-56.14,83.62,53,77,6.69
502,Sol-Iletsk,RU,2020-10-31 17:38:38,51.16,54.99,46.67,55,97,8.57
503,Antalaha,MG,2020-10-31 17:38:38,-14.9,50.28,69.03,79,43,9.69
504,Wukari,NG,2020-10-31 17:38:38,7.85,9.78,82.49,45,14,0.89
505,Yantal,RU,2020-10-31 17:38:39,56.85,105.25,18.39,92,99,6.2
506,Concordia,AR,2020-10-31 17:35:32,-31.39,-58.02,73.4,43,40,9.17
507,Cabatuan,PH,2020-10-31 17:38:39,10.88,122.49,75.99,80,100,5.06
508,Trairi,BR,2020-10-31 17:38:39,-3.28,-39.27,86.04,61,76,15.32
509,Sitka,US,2020-10-31 17:38:39,57.05,-135.33,50.0,87,90,23.04
510,Gaoua,BF,2020-10-31 17:38:40,10.3,-3.25,85.8,27,0,2.01
511,Santa Marta,CO,2020-10-31 17:35:40,11.24,-74.2,88.0,74,46,1.01
512,Aguimes,ES,2020-10-31 17:38:40,27.91,-15.45,84.2,23,0,8.05
513,Abay,KZ,2020-10-31 17:38:40,49.63,72.85,21.2,85,0,4.47
514,Tanout,NE,2020-10-31 17:38:40,14.97,8.89,83.23,15,0,9.6
515,Eydhafushi,MV,2020-10-31 17:38:41,5.1,73.07,83.08,69,48,7.34
516,Kutum,SD,2020-10-31 17:36:42,14.2,24.67,78.93,22,3,10.07
517,Wagar,SD,2020-10-31 17:38:41,16.15,36.2,90.79,25,30,7.49
518,Alindao,CF,2020-10-31 17:38:41,5.03,21.21,73.67,90,43,0.29
519,Salinopolis,BR,2020-10-31 17:38:41,-0.61,-47.36,85.57,65,8,12.73
520,Kropotkin,RU,2020-10-31 17:38:42,45.44,40.58,61.66,66,100,12.88
521,Jinka,ET,2020-10-31 17:38:42,5.65,36.65,65.41,85,84,2.44
522,Samarai,PG,2020-10-31 17:34:08,-10.62,150.67,80.55,84,72,9.31
523,Onega,RU,2020-10-31 17:38:42,63.91,38.14,32.41,95,11,4.43
524,Henties Bay,NA,2020-10-31 17:38:42,-22.12,14.28,57.0,86,26,4.0
525,Luanda,AO,2020-10-31 17:38:08,-8.84,13.23,80.6,78,20,10.29
526,Makaha,US,2020-10-31 17:35:00,21.47,-158.22,71.6,100,1,1.34
527,Berdigestyakh,RU,2020-10-31 17:38:43,62.1,126.7,-11.67,89,4,2.26
528,Kudahuvadhoo,MV,2020-10-31 17:36:17,2.67,72.89,83.32,71,40,5.21
529,Karratha,AU,2020-10-31 17:37:56,-20.74,116.85,70.0,83,0,10.92
530,Gagarin,RU,2020-10-31 17:38:44,55.55,35.0,43.3,86,80,8.84
531,Salou,ES,2020-10-31 17:34:10,41.08,1.14,66.0,88,0,4.7
532,Morondava,MG,2020-10-31 17:38:44,-20.28,44.28,79.83,70,24,8.99
533,Tumaco,CO,2020-10-31 17:38:45,1.8,-78.82,80.73,73,93,9.48
534,Ambilobe,MG,2020-10-31 17:38:45,-13.2,49.05,73.09,62,61,7.61
535,Vila Franca Do Campo,PT,2020-10-31 17:38:45,37.72,-25.43,69.8,94,75,19.46
536,Waipawa,NZ,2020-10-31 17:38:45,-41.41,175.52,57.2,82,44,9.17
537,Ende,ID,2020-10-31 17:38:46,-8.84,121.66,78.4,73,99,2.51
