City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date,Currrent Description
271,Dudinka,RU,69.41,86.18,21.2,85,99,13.42,2020-11-01 22:46:55,light snow
272,Portland,US,45.52,-122.68,66.99,39,1,10.29,2020-11-01 22:45:08,clear sky
273,Bull Savanna,JM,17.89,-77.59,75.06,92,100,14.27,2020-11-01 22:46:55,overcast clouds
274,Riachao Das Neves,BR,-11.75,-44.91,74.62,79,95,5.35,2020-11-01 22:46:55,light rain
275,Pagudpud,PH,18.56,120.79,80.6,88,75,9.17,2020-11-01 22:46:56,light rain
276,Kukuna,SL,9.4,-12.67,75.36,94,3,4.12,2020-11-01 22:46:56,light rain
277,Nome,US,64.5,-165.41,19.99,73,1,4.16,2020-11-01 22:46:56,clear sky
278,Breves,BR,-1.68,-50.48,84.11,52,99,3.65,2020-11-01 22:42:24,overcast clouds
279,Ibanda,TZ,-2.8,32.47,69.19,78,94,3.4,2020-11-01 22:46:56,overcast clouds
280,Korla,CN,41.76,86.15,36.0,59,23,8.99,2020-11-01 22:46:57,few clouds
281,Luganville,VU,-15.53,167.17,82.4,78,75,11.41,2020-11-01 22:46:57,broken clouds
282,Nyurba,RU,63.28,118.33,0.79,92,47,8.86,2020-11-01 22:46:57,scattered clouds
283,Salalah,OM,17.02,54.09,75.2,53,0,4.7,2020-11-01 22:46:23,clear sky
284,Chicama,PE,-7.84,-79.15,64.92,73,94,7.29,2020-11-01 22:46:57,overcast clouds
285,Lethem,GY,3.38,-59.8,84.16,60,96,1.66,2020-11-01 22:46:58,overcast clouds
286,Vostochnyy,RU,55.82,37.87,41.0,93,90,13.42,2020-11-01 22:46:59,mist
287,Banda Aceh,ID,5.56,95.32,79.34,79,100,6.78,2020-11-01 22:46:59,moderate rain
288,Champerico,GT,14.3,-91.92,87.8,70,40,9.17,2020-11-01 22:42:23,scattered clouds
289,Dalbandin,PK,28.89,64.41,48.58,34,0,5.17,2020-11-01 22:44:14,clear sky
290,La Ronge,CA,55.1,-105.28,42.8,93,94,4.7,2020-11-01 22:47:00,overcast clouds
291,Bassano,CA,50.78,-112.47,66.2,48,19,9.17,2020-11-01 22:47:00,few clouds
292,Beaverlodge,CA,55.22,-119.44,55.4,50,75,17.22,2020-11-01 22:47:00,broken clouds
293,Kieta,PG,-6.22,155.63,86.13,59,20,3.04,2020-11-01 22:47:00,few clouds
294,Codrington,AU,-38.27,141.97,64.92,72,69,7.05,2020-11-01 22:42:20,broken clouds
295,Vardo,NO,70.37,31.11,41.0,93,75,13.87,2020-11-01 22:47:01,broken clouds
296,Eydhafushi,MV,5.1,73.07,82.35,69,62,4.72,2020-11-01 22:47:01,broken clouds
297,Ribeira Grande,PT,38.52,-28.7,64.44,73,100,16.93,2020-11-01 22:45:39,overcast clouds
298,Itabira,BR,-19.62,-43.23,66.2,77,40,11.41,2020-11-01 22:47:02,scattered clouds
299,Teguise,ES,29.06,-13.56,69.8,77,20,10.29,2020-11-01 22:47:02,few clouds
300,Pisco,PE,-13.7,-76.22,64.4,82,90,13.87,2020-11-01 22:47:02,overcast clouds
301,Corinto,GR,37.94,22.96,59.0,82,40,1.77,2020-11-01 22:43:25,scattered clouds
302,Carutapera,BR,-1.2,-46.02,78.82,80,99,6.2,2020-11-01 22:47:03,overcast clouds
303,State College,US,40.79,-77.86,46.4,84,40,21.92,2020-11-01 22:42:04,scattered clouds
304,Surt,LY,31.21,16.59,70.29,60,10,8.86,2020-11-01 22:47:03,clear sky
305,Palmas Bellas,PA,9.23,-80.09,81.0,89,100,8.99,2020-11-01 22:47:03,light rain
306,Provideniya,RU,64.38,-173.3,21.2,67,0,4.47,2020-11-01 22:46:00,clear sky
307,Waipawa,NZ,-41.41,175.52,57.2,87,100,12.75,2020-11-01 22:47:04,light rain
308,Lashio,MM,22.93,97.75,63.73,99,28,0.49,2020-11-01 22:47:04,scattered clouds
309,Fare,PF,-16.7,-151.02,80.83,78,12,22.26,2020-11-01 22:47:04,few clouds
310,Avera,US,33.19,-82.53,64.4,72,1,6.93,2020-11-01 22:47:04,clear sky
311,George,ZA,-33.96,22.46,57.2,100,0,3.36,2020-11-01 22:47:05,clear sky
312,Hofn,IS,64.25,-15.21,36.75,75,0,20.56,2020-11-01 22:47:05,clear sky
313,Grindavik,IS,63.84,-22.43,35.6,74,90,5.82,2020-11-01 22:47:05,overcast clouds
314,Dauriya,RU,49.93,116.87,15.62,87,4,12.66,2020-11-01 22:47:05,clear sky
315,Feicheng,CN,35.26,117.97,49.14,49,0,1.57,2020-11-01 22:47:06,clear sky
316,Kirakira,SB,-10.45,161.92,84.36,69,92,10.02,2020-11-01 22:47:06,light rain
317,Viedma,AR,-40.81,-63.0,73.99,39,0,1.01,2020-11-01 22:47:06,clear sky
318,Oga,IT,46.46,10.35,50.0,93,20,1.12,2020-11-01 22:47:06,few clouds
319,Nuuk,GL,64.18,-51.72,21.52,95,88,3.18,2020-11-01 22:44:01,overcast clouds
320,Gorom-Gorom,BF,14.44,-0.24,82.69,15,2,8.9,2020-11-01 22:47:07,clear sky
321,Alice Springs,AU,-23.7,133.88,75.2,19,0,3.36,2020-11-01 22:46:35,clear sky
322,Vostok,RU,46.49,135.88,29.16,99,71,3.47,2020-11-01 22:47:08,broken clouds
323,Malakwal,PK,32.55,73.21,62.73,27,0,2.44,2020-11-01 22:44:12,clear sky
324,Guerrero Negro,MX,27.98,-114.06,78.76,39,15,12.03,2020-11-01 22:47:08,few clouds
325,Babu,CN,24.42,111.52,63.3,78,90,7.72,2020-11-01 22:47:08,overcast clouds
326,Jalingo,NG,8.88,11.37,78.15,39,33,1.9,2020-11-01 22:47:08,scattered clouds
327,Klaksvik,FO,62.23,-6.59,42.8,93,89,8.05,2020-11-01 22:47:09,overcast clouds
328,Muravlenko,RU,63.79,74.52,23.9,97,91,18.57,2020-11-01 22:47:09,overcast clouds
329,Namibe,AO,-15.2,12.15,72.52,72,39,5.21,2020-11-01 22:42:53,scattered clouds
330,Labuan,MY,5.28,115.24,78.8,83,20,3.36,2020-11-01 22:47:09,few clouds
331,Waterboro,US,43.54,-70.72,46.0,93,90,3.36,2020-11-01 22:47:09,light rain
332,Yasnyy,RU,51.03,59.87,36.54,93,4,13.02,2020-11-01 22:47:10,clear sky
333,Mount Darwin,ZW,-16.77,31.58,69.04,63,0,10.02,2020-11-01 22:47:10,clear sky
334,Port Hardy,CA,50.7,-127.42,55.4,66,75,6.93,2020-11-01 22:45:05,broken clouds
335,Huilong,CN,31.81,121.66,63.0,94,100,7.27,2020-11-01 22:47:11,light rain
336,Methoni,GR,36.82,21.7,63.0,87,0,3.98,2020-11-01 22:47:11,clear sky
337,Nador,MA,35.17,-2.93,60.8,87,0,3.36,2020-11-01 22:47:11,clear sky
338,Nacala,MZ,-14.54,40.67,74.44,72,21,1.54,2020-11-01 22:47:11,few clouds
339,Tolaga Bay,NZ,-38.37,178.3,66.34,58,100,6.85,2020-11-01 22:47:12,overcast clouds
340,Owatonna,US,44.08,-93.23,35.6,47,1,13.87,2020-11-01 22:47:12,clear sky
341,Broken Hill,AU,-31.95,141.43,71.6,49,0,11.41,2020-11-01 22:47:12,clear sky
342,Acapulco,MX,16.86,-99.89,83.98,70,92,7.36,2020-11-01 22:42:21,overcast clouds
343,Talcahuano,CL,-36.72,-73.12,55.4,82,90,5.82,2020-11-01 22:43:37,overcast clouds
344,Anito,PH,12.45,125.29,78.3,85,98,3.09,2020-11-01 22:47:13,overcast clouds
345,Oranjestad,AW,12.52,-70.03,80.6,78,75,14.99,2020-11-01 22:43:00,broken clouds
346,Port Elizabeth,ZA,-33.92,25.57,64.4,88,0,10.29,2020-11-01 22:47:13,clear sky
347,Lompoc,US,34.64,-120.46,78.8,44,1,10.29,2020-11-01 22:44:10,clear sky
348,Norman Wells,CA,65.28,-126.83,6.8,71,20,12.75,2020-11-01 22:47:14,few clouds
349,Utrecht,NL,52.0,5.25,64.0,93,100,11.01,2020-11-01 22:44:19,light rain
350,Esperance,AU,-33.87,121.9,64.4,100,40,13.87,2020-11-01 22:47:14,scattered clouds
351,Wilmington,US,34.23,-77.94,68.0,77,1,9.17,2020-11-01 22:45:02,clear sky
352,Yeppoon,AU,-23.13,150.73,78.8,74,40,5.82,2020-11-01 22:42:16,scattered clouds
353,Maumere,ID,-8.62,122.21,81.99,71,94,4.59,2020-11-01 22:47:15,overcast clouds
354,Qasigiannguit,GL,68.82,-51.19,17.6,72,100,2.24,2020-11-01 22:47:15,light snow
355,Magole,TZ,-6.37,37.37,71.94,82,67,4.7,2020-11-01 22:47:15,broken clouds
356,Kanniyakumari,IN,8.08,77.57,79.36,77,5,9.33,2020-11-01 22:47:15,clear sky
357,Kautokeino,NO,69.01,23.04,38.5,94,100,21.34,2020-11-01 22:47:16,overcast clouds
358,La Asuncion,VE,11.03,-63.86,77.0,94,66,2.24,2020-11-01 22:47:16,light rain
359,Pak Phanang,TH,8.35,100.2,79.25,82,100,6.13,2020-11-01 22:47:16,light rain
360,Tezu,IN,27.92,96.17,69.48,73,40,2.19,2020-11-01 22:47:16,scattered clouds
361,Zeya,RU,53.75,127.27,17.94,87,100,9.35,2020-11-01 22:47:16,overcast clouds
362,Tambura,SS,5.6,27.47,70.52,93,100,1.74,2020-11-01 22:47:17,overcast clouds
363,Shieli,KZ,44.17,66.75,38.23,74,0,2.3,2020-11-01 22:46:55,clear sky
364,Stornoway,GB,58.21,-6.39,46.99,93,86,13.87,2020-11-01 22:47:17,overcast clouds
365,Saint-Francois,FR,46.42,3.91,64.4,72,75,5.82,2020-11-01 22:47:17,broken clouds
366,Fort Morgan,US,40.25,-103.8,62.6,21,1,6.93,2020-11-01 22:44:02,clear sky
367,Lieksa,FI,63.32,30.02,40.24,83,100,15.55,2020-11-01 22:47:11,overcast clouds
368,Correntina,BR,-13.34,-44.64,72.14,86,98,3.51,2020-11-01 22:47:18,overcast clouds
369,Belyy Yar,RU,53.6,91.39,21.2,100,58,2.24,2020-11-01 22:47:18,fog
370,Oslo,NO,59.91,10.75,51.01,97,100,5.99,2020-11-01 22:46:42,light rain
371,Aykhal,RU,66.0,111.5,5.0,84,90,6.71,2020-11-01 22:47:01,light snow
372,Kununurra,AU,-15.77,128.73,80.6,74,94,2.24,2020-11-01 22:47:19,overcast clouds
373,Bontang,ID,0.13,117.5,76.64,85,100,8.72,2020-11-01 22:46:58,overcast clouds
374,Dvinskoy,RU,62.15,45.12,27.66,97,0,3.02,2020-11-01 22:47:20,clear sky
375,Candido Mendes,BR,-1.45,-45.72,76.77,86,99,3.96,2020-11-01 22:47:20,overcast clouds
376,Ngawen,ID,-7.0,111.31,76.1,90,81,4.99,2020-11-01 22:47:20,broken clouds
377,Kita,ML,13.03,-9.49,77.18,29,26,2.62,2020-11-01 22:47:20,scattered clouds
378,Yerbogachen,RU,61.28,108.01,6.75,92,24,9.46,2020-11-01 22:46:55,few clouds
379,Kefamenanu,ID,-9.45,124.48,79.18,65,35,1.77,2020-11-01 22:47:21,scattered clouds
380,Mangrol,IN,21.12,70.12,78.26,34,54,11.72,2020-11-01 22:47:21,broken clouds
381,Leshukonskoye,RU,64.9,45.76,28.85,96,93,6.76,2020-11-01 22:47:21,overcast clouds
382,Tarbes,FR,43.25,0.17,53.6,87,0,6.93,2020-11-01 22:47:21,clear sky
383,Rovaniemi,FI,66.5,25.72,41.0,86,90,14.99,2020-11-01 22:47:21,overcast clouds
384,Tikrit,IQ,34.61,43.68,71.31,23,87,11.63,2020-11-01 22:47:22,overcast clouds
385,Rauma,FI,61.13,21.51,48.2,76,90,17.22,2020-11-01 22:47:22,overcast clouds
386,San Ignacio,BZ,17.16,-89.07,77.0,94,75,9.17,2020-11-01 22:43:12,shower rain
387,Murgab,TM,37.5,61.97,51.8,53,0,4.7,2020-11-01 22:47:22,clear sky
388,Camopi,GF,3.17,-52.32,77.34,82,56,3.65,2020-11-01 22:47:23,broken clouds
389,Tiznit,MA,29.58,-9.5,70.16,27,0,3.2,2020-11-01 22:47:23,clear sky
390,Vila Velha,BR,-20.33,-40.29,73.4,69,75,16.11,2020-11-01 22:47:23,broken clouds
391,Bandarbeyla,SO,9.49,50.81,76.68,77,0,18.54,2020-11-01 22:47:23,clear sky
392,Yairipok,IN,24.67,94.07,66.69,95,99,1.12,2020-11-01 22:47:24,overcast clouds
393,Kargat,RU,55.2,80.28,35.67,87,100,8.77,2020-11-01 22:47:24,overcast clouds
394,Wuzhou,CN,23.48,111.32,67.6,82,100,3.62,2020-11-01 22:47:24,overcast clouds
395,Jalu,LY,29.03,21.55,65.35,52,0,6.2,2020-11-01 22:45:18,clear sky
396,Diamantino,BR,-14.41,-56.45,80.89,59,84,3.74,2020-11-01 22:42:30,broken clouds
397,Mindelo,CV,16.89,-24.98,77.0,73,75,17.22,2020-11-01 22:47:25,broken clouds
398,Kyzyl-Suu,KG,42.34,78.01,36.41,58,0,8.66,2020-11-01 22:47:25,clear sky
399,Kochki,RU,54.34,80.48,34.45,90,100,9.06,2020-11-01 22:47:25,overcast clouds
400,Camacha,PT,33.08,-16.33,66.2,82,20,3.36,2020-11-01 22:47:25,few clouds
401,Christchurch,NZ,-43.53,172.63,57.2,71,100,6.93,2020-11-01 22:47:26,overcast clouds
402,Baracoa,CU,20.35,-74.5,79.29,82,89,8.86,2020-11-01 22:47:26,overcast clouds
403,Kantang,TH,7.41,99.52,76.41,90,100,2.93,2020-11-01 22:47:26,overcast clouds
404,Villa Carlos Paz,AR,-31.42,-64.5,73.4,25,0,17.22,2020-11-01 22:47:26,clear sky
405,Omboue,GA,-1.57,9.26,75.63,92,88,5.48,2020-11-01 22:47:26,moderate rain
406,Pahrump,US,36.21,-115.98,88.0,8,46,1.99,2020-11-01 22:47:26,scattered clouds
407,Contai,IN,21.78,87.75,75.43,92,100,6.17,2020-11-01 22:47:27,overcast clouds
408,Bay-Khaak,RU,51.17,94.5,22.86,92,21,1.83,2020-11-01 22:47:27,few clouds
409,Puerto Leguizamo,CO,-0.19,-74.78,74.89,94,94,0.22,2020-11-01 22:47:27,overcast clouds
410,Nanortalik,GL,60.14,-45.24,32.2,84,0,39.17,2020-11-01 22:47:28,clear sky
411,Gamba,GA,-2.65,10.0,76.41,91,100,4.0,2020-11-01 22:47:28,overcast clouds
412,Piacabucu,BR,-10.41,-36.43,78.62,80,24,14.88,2020-11-01 22:47:28,few clouds
413,Sabang,ID,5.89,95.32,81.66,78,100,10.56,2020-11-01 22:47:28,overcast clouds
414,Odweyne,SO,9.41,45.06,70.52,21,0,13.38,2020-11-01 22:47:28,clear sky
415,Villiers,ZA,-27.03,28.6,55.15,89,96,7.34,2020-11-01 22:47:28,light rain
416,North Platte,US,41.12,-100.77,57.2,30,1,9.17,2020-11-01 22:47:29,clear sky
417,Lagoa,PT,39.05,-27.98,63.28,72,95,16.55,2020-11-01 22:47:29,overcast clouds
418,Ndele,CF,8.41,20.65,72.7,84,99,3.65,2020-11-01 22:47:29,overcast clouds
419,Mahebourg,MU,-20.41,57.7,69.8,68,40,9.17,2020-11-01 22:46:43,scattered clouds
420,Pochutla,MX,15.74,-96.47,87.01,67,0,1.01,2020-11-01 22:47:29,clear sky
421,Srivardhan,IN,18.03,73.02,78.69,65,59,2.91,2020-11-01 22:47:30,broken clouds
422,Palatka,US,29.65,-81.64,72.0,96,33,3.0,2020-11-01 22:43:14,moderate rain
423,Komsomolets,KZ,53.75,62.07,27.88,97,0,3.62,2020-11-01 22:47:30,clear sky
424,Charters Towers,AU,-20.1,146.27,81.66,48,0,11.01,2020-11-01 22:47:30,clear sky
425,Port Augusta,AU,-32.5,137.77,75.2,44,14,8.05,2020-11-01 22:47:30,few clouds
426,Vila,PT,42.03,-8.16,60.01,94,100,11.99,2020-11-01 22:47:31,overcast clouds
427,Izberbash,RU,42.57,47.86,59.0,87,75,4.47,2020-11-01 22:47:31,broken clouds
428,Lahat,ID,-3.8,103.53,72.1,84,91,1.77,2020-11-01 22:47:31,overcast clouds
429,Wahiawa,US,21.5,-158.02,84.2,69,1,8.05,2020-11-01 22:47:31,clear sky
430,Eureka,US,40.8,-124.16,68.0,74,0,1.99,2020-11-01 22:47:32,clear sky
431,Tuatapere,NZ,-46.13,167.68,54.0,70,46,11.01,2020-11-01 22:47:32,scattered clouds
432,Mayya,RU,61.73,130.28,-22.0,74,90,2.24,2020-11-01 22:47:32,mist
433,Alta Floresta,BR,-9.88,-56.09,70.72,98,100,2.77,2020-11-01 22:47:32,moderate rain
434,Lazaro Cardenas,MX,17.96,-102.2,84.42,70,1,8.16,2020-11-01 22:47:33,clear sky
435,Samana,DO,19.21,-69.34,84.2,79,40,8.88,2020-11-01 22:47:33,scattered clouds
436,Lensk,RU,60.73,114.93,-1.66,89,0,4.25,2020-11-01 22:47:33,clear sky
437,Phan Thiet,VN,10.93,108.1,75.24,87,100,3.36,2020-11-01 22:47:33,overcast clouds
438,Gunjur,GM,13.2,-16.73,78.8,94,0,10.51,2020-11-01 22:47:33,clear sky
439,Paysandu,UY,-32.32,-58.08,59.67,65,0,9.17,2020-11-01 22:47:34,clear sky
440,Manolas,GR,38.05,21.35,57.2,93,0,3.51,2020-11-01 22:47:34,clear sky
441,Aripuana,BR,-9.17,-60.63,72.41,99,100,1.48,2020-11-01 22:47:34,moderate rain
442,Chapais,CA,49.78,-74.85,32.0,100,90,10.29,2020-11-01 22:47:34,light snow
443,Innisfail,AU,-17.53,146.03,81.63,60,0,5.46,2020-11-01 22:47:35,clear sky
444,Roma,US,43.21,-75.46,42.8,81,90,8.05,2020-11-01 22:47:22,overcast clouds
445,Weston,US,26.1,-80.4,82.99,83,1,10.29,2020-11-01 22:47:35,clear sky
446,Padre Bernardo,BR,-15.35,-48.5,71.4,85,79,0.87,2020-11-01 22:47:35,light rain
447,Rumuruti,KE,0.27,36.54,58.35,84,58,8.86,2020-11-01 22:47:36,broken clouds
448,Jodar,ES,37.84,-3.35,57.0,44,0,3.0,2020-11-01 22:47:36,clear sky
449,Rancho Palos Verdes,US,33.74,-118.39,79.0,68,75,10.29,2020-11-01 22:47:00,broken clouds
450,Acajutla,SV,13.59,-89.83,82.4,51,20,3.36,2020-11-01 22:47:36,few clouds
451,Nakambala,ZM,-15.83,27.78,70.14,54,0,8.19,2020-11-01 22:47:37,clear sky
452,Nueve De Julio,AR,-35.44,-60.88,61.65,67,2,6.96,2020-11-01 22:47:37,clear sky
453,Miranda,CO,3.25,-76.23,80.6,61,40,11.41,2020-11-01 22:47:38,scattered clouds
454,Ilulissat,GL,69.22,-51.1,17.6,72,100,2.24,2020-11-01 22:47:38,light snow
455,Ahuimanu,US,21.44,-157.84,84.2,65,20,8.05,2020-11-01 22:47:38,few clouds
456,Lisa,RO,43.8,25.13,39.2,86,5,4.7,2020-11-01 22:47:38,clear sky
457,Lindsay,US,36.2,-119.09,82.4,23,1,4.7,2020-11-01 22:47:38,clear sky
458,Kerouane,GN,9.27,-9.02,72.75,58,0,1.81,2020-11-01 22:47:39,clear sky
459,Pipri,IN,19.8,75.53,68.54,55,13,3.58,2020-11-01 22:47:39,few clouds
460,Augusto Correa,BR,-1.02,-46.63,78.42,82,100,5.08,2020-11-01 22:47:39,overcast clouds
461,Turka,UA,49.15,23.03,39.0,89,73,5.57,2020-11-01 22:47:39,broken clouds
462,Ixtapa,MX,20.7,-105.2,86.0,80,5,5.99,2020-11-01 22:47:39,light rain
463,Bamnet Narong,TH,15.5,101.69,71.04,91,13,5.59,2020-11-01 22:47:40,few clouds
464,Sable-Sur-Sarthe,FR,47.84,-0.33,64.4,82,20,12.75,2020-11-01 22:47:40,few clouds
465,Baghdad,IQ,33.34,44.4,71.6,35,0,11.41,2020-11-01 22:46:23,clear sky
466,Salas,ES,43.41,-6.26,62.6,88,20,3.36,2020-11-01 22:46:47,few clouds
467,Boston,US,42.36,-71.06,48.99,87,90,6.93,2020-11-01 22:47:07,moderate rain
468,Teya,RU,60.38,92.63,34.68,90,100,13.91,2020-11-01 22:47:41,overcast clouds
469,Siukh,RU,42.6,46.54,45.64,56,98,5.7,2020-11-01 22:47:41,overcast clouds
470,Baglung,NP,28.27,83.59,60.08,56,29,6.02,2020-11-01 22:47:41,scattered clouds
471,Bonthe,SL,7.53,-12.51,79.47,87,0,5.53,2020-11-01 22:47:41,clear sky
472,Rantepao,ID,-2.97,119.9,69.46,88,100,1.16,2020-11-01 22:47:42,light rain
473,Najran,SA,17.49,44.13,62.6,29,0,1.07,2020-11-01 22:47:42,clear sky
474,Rameswaram,IN,9.28,79.3,81.7,74,2,5.99,2020-11-01 22:47:42,clear sky
475,Sioux Lookout,CA,50.1,-91.92,24.8,49,75,8.05,2020-11-01 22:47:43,broken clouds
476,Grunberg,DE,50.59,8.96,57.99,97,100,11.01,2020-11-01 22:47:43,overcast clouds
477,Tiarei,PF,-17.53,-149.33,82.4,69,75,10.29,2020-11-01 22:47:43,broken clouds
478,Darhan,MN,49.49,105.92,18.97,79,0,4.83,2020-11-01 22:47:43,clear sky
479,Piopio,NZ,-38.47,175.02,72.0,53,100,3.0,2020-11-01 22:47:43,overcast clouds
480,Lyngseidet,NO,69.58,20.22,35.6,80,0,26.4,2020-11-01 22:47:44,clear sky
481,Tual,ID,-5.67,132.75,83.37,71,95,14.29,2020-11-01 22:47:44,overcast clouds
482,Udachnyy,RU,66.42,112.4,5.0,84,90,6.71,2020-11-01 22:47:44,light snow
483,Pangkalanbuun,ID,-2.68,111.62,75.7,94,89,1.63,2020-11-01 22:46:29,overcast clouds
484,Punta Cardon,VE,11.66,-70.22,84.6,72,80,9.24,2020-11-01 22:47:44,broken clouds
485,Noyabrsk,RU,63.2,75.45,25.61,98,88,15.79,2020-11-01 22:47:45,overcast clouds
486,Sao Joao Da Barra,BR,-21.64,-41.05,69.21,77,96,16.69,2020-11-01 22:47:45,overcast clouds
487,Nizhniy Kuranakh,RU,58.84,125.49,-10.43,88,100,0.98,2020-11-01 22:47:45,overcast clouds
488,Mayumba,GA,-3.43,10.66,76.89,89,100,2.59,2020-11-01 22:47:45,overcast clouds
489,Williams Lake,CA,52.14,-122.14,42.8,65,75,9.17,2020-11-01 22:45:06,broken clouds
490,Harbin,CN,45.75,126.65,33.01,85,0,8.95,2020-11-01 22:47:46,clear sky
491,Itarema,BR,-2.92,-39.92,79.92,80,1,15.77,2020-11-01 22:47:46,clear sky
492,Moranbah,AU,-22.0,148.05,82.92,47,0,16.73,2020-11-01 22:47:46,clear sky
493,Vikindu,TZ,-7.01,39.3,72.68,89,17,2.46,2020-11-01 22:47:46,few clouds
494,Bud,US,39.45,-86.18,39.2,48,90,12.75,2020-11-01 22:47:46,overcast clouds
495,Cam Ranh,VN,11.92,109.16,80.6,78,40,11.41,2020-11-01 22:47:47,scattered clouds
496,Srednekolymsk,RU,67.45,153.68,-3.5,91,100,7.38,2020-11-01 22:42:58,overcast clouds
497,Vestmannaeyjar,IS,63.44,-20.27,39.27,73,0,17.54,2020-11-01 22:46:38,clear sky
498,Tayu,ID,-6.54,111.05,76.96,85,99,7.47,2020-11-01 22:47:47,overcast clouds
499,Polovinnoye,RU,54.79,65.99,31.51,95,59,4.09,2020-11-01 22:47:47,broken clouds
500,Qinzhou,CN,21.95,108.62,70.05,79,96,9.31,2020-11-01 22:47:48,overcast clouds
501,Byron Bay,AU,-28.65,153.62,75.99,64,40,17.22,2020-11-01 22:47:48,scattered clouds
502,Seoul,KR,37.57,126.98,42.8,100,1,2.84,2020-11-01 22:45:25,mist
503,Muros,ES,42.78,-9.06,66.99,90,100,21.99,2020-11-01 22:47:49,overcast clouds
504,Aizpute,LV,56.72,21.6,46.4,81,84,11.41,2020-11-01 22:47:49,broken clouds
505,Kokoda,PG,-8.88,147.74,85.24,52,59,3.56,2020-11-01 22:47:49,broken clouds
506,Zhuji,CN,29.72,120.24,60.8,93,75,4.47,2020-11-01 22:47:49,mist
507,Nargana,PA,9.44,-78.59,79.88,81,99,18.57,2020-11-01 22:47:49,overcast clouds
508,Gisborne,NZ,-38.65,178.0,64.99,63,100,4.0,2020-11-01 22:47:16,overcast clouds
509,Port Blair,IN,11.67,92.75,79.63,79,49,3.65,2020-11-01 22:47:50,scattered clouds
510,Porto Velho,BR,-8.76,-63.9,80.6,78,75,2.84,2020-11-01 22:47:50,broken clouds
511,Ust-Ishim,RU,57.69,71.17,31.89,96,100,7.27,2020-11-01 22:47:50,overcast clouds
512,Weatherford,US,32.76,-97.8,71.6,28,1,5.82,2020-11-01 22:45:37,clear sky
513,Mugur-Aksy,RU,50.35,90.5,20.07,83,70,4.7,2020-11-01 22:46:51,broken clouds
514,Dong Hoi,VN,17.48,106.6,74.19,88,72,9.73,2020-11-01 22:45:07,light rain
515,Lattes,FR,43.57,3.9,53.6,93,90,2.24,2020-11-01 22:47:51,overcast clouds
516,Padang,ID,-0.95,100.35,77.63,72,99,2.8,2020-11-01 22:47:51,overcast clouds
517,Kudahuvadhoo,MV,2.67,72.89,82.26,72,17,5.68,2020-11-01 22:42:59,few clouds
518,Chumikan,RU,54.72,135.31,18.88,96,100,10.22,2020-11-01 22:47:52,light snow
519,Oriximina,BR,-1.77,-55.87,86.18,48,24,1.5,2020-11-01 22:47:52,few clouds
520,Kuryk,KZ,43.2,51.65,59.85,33,0,7.9,2020-11-01 22:47:52,clear sky
521,Onokhoy,RU,51.93,108.07,8.6,84,20,2.24,2020-11-01 22:47:53,few clouds
522,Umm Lajj,SA,25.02,37.27,77.83,65,3,3.85,2020-11-01 22:47:53,clear sky
523,Calama,CL,-22.47,-68.93,69.8,11,0,25.28,2020-11-01 22:45:22,clear sky
524,Tommot,RU,58.96,126.29,-10.57,88,99,1.12,2020-11-01 22:47:53,overcast clouds
525,Berdigestyakh,RU,62.1,126.7,-6.59,91,90,3.15,2020-11-01 22:47:53,overcast clouds
526,Sisimiut,GL,66.94,-53.67,28.63,93,100,9.89,2020-11-01 22:47:53,overcast clouds
527,Pushkinskiye Gory,RU,57.02,28.91,35.11,94,6,4.63,2020-11-01 22:47:54,clear sky
528,Okha,RU,53.57,142.95,42.15,97,100,13.0,2020-11-01 22:47:54,moderate rain
529,Maraa,BR,-1.83,-65.37,76.26,83,10,2.21,2020-11-01 22:47:54,clear sky
530,Pingliang,CN,35.54,106.69,36.77,67,0,1.43,2020-11-01 22:47:23,clear sky
531,Lingao,CN,19.91,109.69,70.48,86,97,2.28,2020-11-01 22:47:55,overcast clouds
532,Jishu,CN,44.32,126.8,29.7,83,0,8.93,2020-11-01 22:47:55,clear sky
533,Talnakh,RU,69.49,88.4,21.2,85,100,13.42,2020-11-01 22:45:50,light snow
534,Minsk,BY,53.9,27.57,41.0,93,75,4.47,2020-11-01 22:47:55,broken clouds
535,Tarpon Springs,US,28.15,-82.76,78.01,83,6,6.93,2020-11-01 22:47:56,clear sky
536,Kichera,RU,55.94,110.1,10.96,74,0,4.29,2020-11-01 22:47:56,clear sky
537,Srandakan,ID,-7.94,110.25,76.98,84,74,4.59,2020-11-01 22:47:56,moderate rain
538,Mecca,SA,21.43,39.83,78.28,54,0,1.74,2020-11-01 22:47:56,clear sky
539,Mawlaik,MM,23.63,94.42,73.4,95,80,0.98,2020-11-01 22:47:57,broken clouds
540,Fuling,CN,29.7,107.39,56.55,89,100,2.62,2020-11-01 22:47:57,overcast clouds
541,Carora,VE,10.18,-70.08,79.81,73,61,1.57,2020-11-01 22:47:57,broken clouds
542,Port Moresby,PG,-9.44,147.18,86.0,74,20,3.36,2020-11-01 22:47:15,haze
543,Biak,ID,-0.91,122.88,80.08,73,100,5.97,2020-11-01 22:47:57,overcast clouds
544,Nchelenge,ZM,-9.35,28.73,74.3,60,31,0.67,2020-11-01 22:47:58,scattered clouds
